Title,Year,Rating,Directors,Stars,Votes,Gross Worldwide,Production Company,total_minute,Genre_Cleaned,Primary_Language
Asuran,2019,8.4,Vetrimaaran,"Manju Warrier,Prakash Raj",36000,379728.0,V. Creations,141,"Period Drama, Action, Drama",Tamil
Bigil,2019,6.7,Atlee,"Joseph Vijay,Jackie Shroff",26000,2441136.0,AGS Entertainment,179,"Action, Drama, Sport",Tamil
Mahaan,2022,7.7,Karthik Subbaraj,Dhruv Vikram,18000,2155981.5,Seven Screen Studios,163,"Action, Drama, Thriller",Tamil
Ponniyin Selvan,2022,7.5,Mani RatnamSruti Harihara Subramanian,"Aishwarya Rai Bachchan,Trisha Krishnan",38000,21888295.0,"Lyca Productions, Madras Talkies, Zeal Z Entertainment services",167,"Epic, Action, Drama",Tamil
Thevar Magan,1992,8.7,Bharathan,"Kamal Haasan,Shivaji Ganesan,Nassar",8500,56591.0,Raajkamal Films International,145,"Action, Drama, Romance",Tamil
Karnan,2021,8.0,Mari Selvaraj,Rajisha Vijayan,24000,3817585.0,"V. Creations, Vvproduction",158,"Action, Drama",Tamil
Mersal,2017,7.5,Atlee,"Joseph Vijay,Nithya Menen",40000,2287182.0,"Sri Thenandal Films, Goldmines Telefilms",172,"Action, Crime, Thriller",Tamil
Nerkonda Paarvai,2019,7.7,H. Vinoth,"Ajith Kumar,Shraddha Srinath,Abhirami Venkatachalam",11000,768540.0,Bayview Projects,157,"Crime, Drama, Thriller",Tamil
Vaathi,2023,7.3,Venky Atluri,"Samyuktha Menon,Sai Kumar",11000,424004.0,"Fortune Four Cinemas, Sithara Entertainments, Srikara Studios",139,"Period Drama, Action, Drama",Tamil
Sarpatta Parambarai,2021,8.5,Pa. Ranjith,John Kokken,27000,1242577.5,"K9 Studios, Neelam Productions",173,"Action, Drama, Sport",Tamil
Chithha,2023,8.2,S.U. Arun Kumar,"Sahasra Sree,Aafiyah Tasneem",8700,7664.0,Etaki Entertainment,140,"Drama, Thriller",Tamil
Oh My Kadavule,2020,8.0,Ashwath Marimuthu,"Ashok Selvan,Ritika Singh,Vani Bhojan",5500,35668.0,"Axess Film Factory, Happy High Pictures",151,"Comedy, Fantasy, Romance",Tamil
Theri,2016,7.3,Atlee,"Joseph Vijay,Samantha Ruth Prabhu,Amy Jackson",25000,678057.0,V. Creations,157,"Crime, Drama, Thriller",Tamil
Anniyan,2005,8.3,S. Shankar,Prakash Raj,23000,987421.0,"Oscar Films International, Oscar Films",181,"Crime, Drama, Thriller",Tamil
Mankatha,2011,7.7,Venkat Prabhu,"Ajith Kumar,Arjun Sarja,Trisha Krishnan",17000,1122247.0,Cloud Nine Movies,155,"Action, Crime, Thriller",Tamil
Thunivu,2023,6.1,H. Vinoth,"Ajith Kumar,Manju Warrier",30000,1510268.0,"Bayview Projects, Zee Studios",145,"Action, Crime, Thriller",Tamil
The Last Farmer,2021,8.7,M. Manikandan,"Vijay Sethupathi,Yogi Babu",6100,5800.0,Tribal Arts,122,Drama,Tamil
Pariyerum Perumal,2018,8.7,Mari Selvaraj,Yogi Babu,19000,50013.0,Neelam Productions,154,Drama,Tamil
24,2016,7.8,Vikram K. Kumar,"Samantha Ruth Prabhu,Nithya Menen",25000,336771.0,"2D Entertainment, Images and Worlds, MG Movies Productions",164,"Musical, Sci-Fi, Thriller",Tamil
Thani Oruvan,2015,8.4,Mohan Raja,"Ravi Mohan,Arvind Swamy",23000,987421.0,AGS Entertainment,160,"Crime, Drama, Thriller",Tamil
Ponniyin Selvan: Part II,2023,7.2,Mani RatnamSruti Harihara Subramanian,Ravi Mohan,19000,5035633.0,"Lyca Productions, Madras Talkies, Zeal Z Entertainment services",164,"Action, Adventure, Drama",Tamil
Maanagaram,2017,8.1,Lokesh Kanagaraj,"Sundeep Kishan,Regena Cassandrra",8300,194871.5,"Potential Studios, AKS Media & Entertainment, Dream Warrior Pictures",137,"Action, Thriller",Tamil
Bombay,1995,8.1,Mani Ratnam,"Arvind Swamy,Manisha Koirala",14000,616333.0,"Aalayam Productions, Amitabh Bachchan Corporation Limited (A.B.C.L.)Jhamu Sughand Productions",141,"Drama, Romance",Tamil
Rajakili,2024,6.7,Umapathy Ramaiah,"Thambi Ramaiah,Deepa Shankar",589,481860.0,V House Productions,122,"Action, Drama, Family",Tamil
Don,2022,6.8,Cibi Chakravarthi,Priyanka Arulmohan,12000,8287406.0,"Lyca Productions, Sivakarthikeyan Productions",165,"Comedy, Romance",Tamil
NGK,2019,5.7,K. Selvaraghavan,"Sai Pallavi,Rakul Preet Singh",5600,430902.0,Dream Warrior Pictures,148,"Action, Drama, Thriller",Tamil
Sura,2010,3.1,S.P. Rajkumar,"Joseph Vijay,Tamannaah Bhatia",9100,897497.0,Murugan Cine Arts,159,"Action, Comedy",Tamil
Vaaranam Aayiram,2008,8.2,Gautham Vasudev Menon,"Suriya,Simran,Ramya",15000,921007.0,Aascar Film P.Photon Factory,169,"Drama, Musical, Romance",Tamil
Vishwaroopam,2013,7.9,Kamal Haasan,"Pooja Kumar,Miles Anderson,Kamal Haasan",41000,791040.0,"Raajkamal Films International, PVP Cinema",148,"Action, Thriller",Tamil
Varisu,2023,5.9,Vamshi Paidipally,"Joseph Vijay,Rashmika Mandanna",40000,2528333.0,"PVP Cinema, Sri Venkateswara Creations",169,"Action, Comedy, Drama",Tamil
Thuppakki,2012,8.1,A.R. Murugadoss,"Joseph Vijay,Kajal Aggarwal,Vidyut Jammwal",40000,2130470.0,"V. Creations, Goldmines Telefilms, Krishwerkz Entertainment",165,"Action, Crime, Thriller",Tamil
Kaththi,2014,8.1,A.R. Murugadoss,"Joseph Vijay,Samantha Ruth Prabhu,Neil Nitin Mukesh",32000,674359.0,"Ayngaran International, Lyca Productions",166,"Action, Drama",Tamil
Thalaivi,2021,5.9,A.L. Vijay,"Kangana Ranaut,Aravind Swamy,Nassar",31000,791744.0,"Gothic Entertainment, Karma Media And Entertainment, Sprint Films",153,"Biography, Drama",Tamil
The Legend,2022,4.7,JerryJoseph D. Sami,"Archana,Mayilsamy,Nassar",29000,9335.0,The Legend New Saravana Stores,161,"Drama, Romance, Thriller",Tamil
2.O,2018,6.0,S. Shankar,"Akshay Kumar,Amy Jackson",29000,36945969.0,"Dakshaa, Double Negative (DNEG)Lyca Productions",148,"Fantasy, Sci-Fi, Thriller",Tamil
Nayakan,1987,8.6,Mani Ratnam,"Kamal Haasan,Saranya Ponvannan,Delhi Ganesh",26000,481860.0,"Muktha Films, Sujatha Film",156,"Tragedy, Crime, Drama",Tamil
I,2015,7.4,S. Shankar,"Amy Jackson,Suresh Gopi",25000,3200113.0,Aascar Film P.,188,"Romance, Sci-Fi, Thriller",Tamil
Sivaji,2007,7.6,S. Shankar,Shriya Saran,23000,5871620.0,"A.V.M. Productions, Av, M Studio",188,"Crime, Drama, Thriller",Tamil
Indian,1996,8.1,S. Shankar,"Kamal Haasan,Manisha Koirala",15000,184.0,"Jhamu Sughand Productions, Sri Surya Movies",185,"Drama, Musical, Thriller",Tamil
Kabali,2016,6.1,Pa. Ranjith,"Winston Chao,Radhika Apte",15000,4388789.0,"Oveyen Studio, V. Creations",153,"Action, Crime, Drama",Tamil
Aruvi,2016,8.3,Arun Prabhu Purushothaman,"Aditi Balan,Padmashri Mohammad Ali,Pradeep Anthony",15000,50013.0,Dream Warrior Pictures,130,Drama,Tamil
Jilla,2014,6.2,R.T. Neason,"Joseph Vijay,Kajal Aggarwal",15000,11050289.0,"Super Good Films, Goldmines Telefilms",185,"Action, Crime, Drama",Tamil
Hey Ram,2000,8.0,Kamal Haasan,"Kamal Haasan,Shah Rukh Khan,Rani Mukerji",15000,274675.0,Raajkamal Films International,186,"Crime, Drama, History",Tamil
Pokkiri,2007,7.6,Prabhu Deva,"Joseph Vijay,Asin Thottumkal,Prakash Raj",14000,592400.0,Kanagarathna Movies,161,"Action, Crime, Thriller",Tamil
Thalapathi,1991,8.5,Mani Ratnam,"Rajinikanth,Mammooty,shobana",14000,3146.0,"G.V. Films Ltd.Shradha Entertainers, Viva Films",157,"Action, Crime, Drama",Tamil
Roja,1992,8.1,Mani Ratnam,"Arvind Swamy,Pankaj Kapur",14000,38090.5,Hansa Pictures (P) Ltd.Kavithalayaa Productions,137,"Drama, Romance, Thriller",Tamil
Jigarthanda,2014,8.2,Karthik Subbaraj,"Bobby Simha,Lakshmi Menon",14000,24274.0,"Five Star Films, Group Company",171,"Comedy, Crime, Drama",Tamil
The Seventh Sense,2011,6.6,A.R. Murugadoss,"Shruti Haasan,Johnny Tri Nguyen",14000,221894.0,"Makuta, Red Giant Movies, Red Giant",160,"Action, Sci-Fi, Thriller",Tamil
Etharkkum Thunindhavan,2022,6.4,Pandiraj,Priyanka Arulmohan,14000,3266724.0,Sun Pictures,151,"Crime, Drama, Thriller",Tamil
Veer - Vivegam,2017,5.2,Siva,"Ajith Kumar,Vivek Oberoi,Kajal Aggarwal",13000,1151913.0,Sathya Jyothi Films,149,"Action, Thriller",Tamil
Petta,2019,7.1,Karthik Subbaraj,"Vijay Sethupathi,Nawazuddin Siddiqui",13000,1996655.0,Sun Pictures,171,"Action, Drama",Tamil
Irudhi Suttru,2016,7.6,Sudha Kongara,Radha Ravi,13000,94787.0,"Oveyen Studio, Rajkumar Hirani Films, Thirukumaran Entertainment",109,"Boxing, Drama, Sport",Tamil
K.G.F: Chapter 1,2018,8.2,Prashanth Neel,"Yash,Srinidhi Shetty,Ramachandra Raju",105000,6421597.0,Hombale Films,154,"Crime, Drama, Thriller",Kannada
Kaiva,2023,8.3,Jayathirtha,"Dharmendra Aras,Agratha Ashok,Anand Babu",69000,56591.0,Abhuvanasa creations,138,"Action, Drama, Romance",Kannada
777 Charlie,2022,8.7,Kiranraj K,"Rakshit Shetty,Sangeetha Sringeri",43000,7529270.0,Paramvah Studios,136,"Adventure, Comedy, Drama",Kannada
Martin,2024,2.2,A.P. Arjun,"Dhruva Sarja,Vaibhavi Shandilya,Sriram Reddy Polasane",36000,2155981.5,"Uday K Mehta Productions, Vasavi Enterprises",147,"Action, Drama, Thriller",Kannada
VR (Vikrant Rona),2022,6.9,Anup Bhandari,"Nirup Bhandari,Neetha Ashok",29000,6020595.0,"Shalini Artss, Kichcha Creatiions",148,"Drama, Mystery, Thriller",Kannada
RangiTaranga,2015,8.1,Anup Bhandari,"Nirup Bhandari,Radhika Narayan,Avantika Shetty",16000,481860.0,Sri Devi Entertainers,149,"Thriller, Mystery",Kannada
Kabzaa,2023,4.7,R. ChandruManju MauryaShivu Hiremath,Shriya Saran,16000,56557.0,"Red Apple Movies, Shri Siddeshwara Enterprises",134,"Action, Crime, Thriller",Kannada
Lucia,2013,8.3,Pawan Kumar,"Sathish Neenasam,Sruthi Hariharan,Achyuth Kumar",14000,481860.0,"Audience films, Creathma Productions, Spicy, Chakra Productions",135,"Drama, Sci-Fi, Thriller",Kannada
Love Li,2024,6.4,Chethan Keshav,"Stefy Patel,Achyuth Kumar",13000,616333.0,Abhuvanasa creations,168,"Drama, Romance",Kannada
Kranti,2023,5.1,V. Harikrishna,"Darshan Thoogudeep,Rachita Ram",11000,595200.0,Media House Studio,163,"Action, Drama",Kannada
Pogaru,2021,3.6,Nanda Kishore,"Dhruva Sarja,Rashmika Mandanna,Sampath Raj",10000,31183.0,Sri Jagadguru Movies,160,Action,Kannada
Ulidavaru Kandanthe,2014,8.4,Rakshit Shetty,"Rakshit Shetty,Rishab Shetty,Kishore Kumar",9800,987421.0,Suvin Cinemas,154,"Crime, Drama, Thriller",Kannada
Garuda Gamana Vrishabha Vahana,2021,8.2,Raj B. Shetty,"Rishab Shetty,Gopalkrishna Deshpande",8700,987421.0,Lighter Buddha Films,151,"Crime, Drama, Thriller",Kannada
Avane Srimannarayana,2019,7.6,Sachin RaviSachin,"Rakshit Shetty,Shanvi Srivastava,Achyuth Kumar",8600,59302.0,"Paramvah Studios, Pushkar Films, Sri Devi Entertainers",186,"Comedy, Drama, Fantasy",Kannada
Uppi 2,2015,7.8,Upendra,"Kristina Akheeva,Parul Yadav",8500,2145878.0,Upendra Productions,135,"Action, Mystery, Thriller",Kannada
James,2022,7.3,Chethan Kumar,"Puneeth Rajkumar,Priya Anand,Meka Srikanth",8500,39232.0,Kishore Productions,149,"Action, Comedy, Drama",Kannada
Saptha Sagaradaache Ello - Side A,2023,8.2,Hemanth M. Rao,"Rakshit Shetty,Rukmini Vasanth",8500,37253.0,Paramvah Pictures,142,"Drama, Romance",Kannada
O2,2024,6.6,RaghavPrashanth Raj,"Ashika Ranganath,Praveen Tej,Raghava Nayak",7900,481860.0,"PRK Productions, PRK Productions",105,"Romance, Thriller",Kannada
Kirik Party,2016,8.2,Rishab Shetty,"Rakshit Shetty,Rashmika Mandanna,Samyuktha Hegde",7600,12195.0,Paramvah Studios,159,"Comedy, Drama, Romance",Kannada
Dia,2020,8.0,K.S. Ashoka,"Kushee Ravi,Pruthvi Ambaar",7500,616333.0,"Klapboard Productions, Sri Swarnalatha Productions, Vibha Kashyap Productions [us]",137,"Drama, Romance",Kannada
Ugramm,2014,8.0,Prashanth Neel,"Sri Murali,Thilak Shekar",7400,987421.0,Inkfinite Pictures,132,"Crime, Drama, Thriller",Kannada
Bagheera,2024,6.7,D.R. Suri,"Sri Murali,Rukmini Vasanth,Prakash Raj",7400,13454.0,Hombale Films,158,Action,Kannada
Ghost,2023,6.3,Srini,"Shivarajkumar,H.G. Dattareya,Jayaram",7200,8323.0,Sandesh Productions,132,"Action, Thriller",Kannada
UI,2024,6.8,Upendra,"Pavan Acharya,Insane Ashraf",5700,55726.0,"Lahari Films, Venus Entertainers",135,"Action, Sci-Fi",Kannada
Mayanagari,2023,4.0,Shankar Aradhya,"Anish Tejashwar,Teju,Saatvika",5100,481860.0,Sandalwood Pictures,137,Unknown,Kannada
Yuvaratna,2021,6.3,Santhosh Ananddram,"Puneeth Rajkumar,Sayyeshaa Saigal,Sonu Gowda",5000,34007.0,Hombale Films,161,"Action, Drama",Kannada
Love Mocktail,2020,8.2,Darling Krishna,"Darling Krishna,Milana Nagaraj,Amrutha Iyengar",4700,616333.0,"Krishna Talkies, B4U Motion Pictures",153,"Drama, Romance",Kannada
Sapta Sagaradaache Ello: Side B,2023,8.0,Hemanth M. Rao,"Rakshit Shetty,Rukmini Vasanth",4600,36519.0,Paramvah Studios,148,"Action, Drama, Romance",Kannada
Raajakumara,2017,7.9,Santhosh Ananddram,"Puneeth Rajkumar,Priya Anand",4500,42421.0,Hombale Films,148,"Action, Drama",Kannada
Om,1995,8.9,Upendra,Sadhu Kokila,4300,16727123.0,Poornima Enterprises,150,"Crime, Drama, Romance",Kannada
Ratnan Prapancha,2021,8.3,Rohith Padaki,"Dhananjaya,Umashree,Shruti",4300,1302293.0,KRG Studios,147,"Comedy, Drama, Family",Kannada
Gowri,2024,7.4,AneeshIndrajit Lankesh,"Manasi Sudhir,Priyaka Upendra,Yogesh",4100,481860.0,Laughing Buddha Films,130,Family,Kannada
Roberrt,2021,5.9,Tarun Sudhir,"Darshan Thoogudeep,Vinod Prabhakar,Asha Bhat",4100,481860.0,Umapathy Films,166,"Action, Comedy, Musical",Kannada
Mungaru Male,2006,8.4,Yogaraj Bhat,"Ganesh,Pooja Gandhi,Anant Nag",4100,481860.0,E K Entertainers,143,"Comedy, Music, Romance",Kannada
U Turn,2016,7.4,Pawan Kumar,"Shraddha Srinath,Roger Narayan,Radhika Narayan",4100,85417.0,"Audience films, Pawan Kumar Studios",120,"Horror, Mystery, Thriller",Kannada
Upendra,1999,8.8,Upendra,"Upendra,Raveena Tandon,Prema",3900,366674.0,Srinivasa Productions,138,"Drama, Thriller",Kannada
Tatsama Tadbhava,2023,7.5,Vishal Atreya,"Prajwal Devaraj,Meghana Raj,Dhaivik Anil",3800,185586.0,"Anvit Cinemas, PBStudios4",122,"Crime, Thriller",Kannada
Godhi Banna Sadharna Mykattu,2016,8.6,Hemanth M. Rao,"Anant Nag,Rakshit Shetty,Sruthi Hariharan",3800,366674.0,"Pushkar Films, Lost & Found Films, Lost and Found Films",144,"Drama, Thriller",Kannada
Kaatera,2023,7.2,Tarun Sudhir,"Darshan Thoogudeep,Vaijanath Biradar",3500,4128.0,Rockline Entertainment,183,Action,Kannada
Kavaludaari,2019,7.9,Hemanth M. Rao,"Achyuth Kumar,Suman Ranganath,Anant Nag",3400,4629.0,PRK Productions,143,"Drama, Mystery, Thriller",Kannada
Max,2024,7.1,Vijay Karthikeyan,"Sudeep,Varalaxmi Sarathkumar,Sunil",3400,31183.0,"Kichcha Creatiions, V Creations",132,Action,Kannada
Prayashaha,2022,6.8,Ranjith Rao,"Rahul Amin,Krishnaa Bhat,Shanil Guru",3300,481860.0,Arha Creations,127,Unknown,Kannada
Toby,2023,7.2,Basil Alchalakkal,"Yathish Baikampady,Naresh Bhat",3300,987421.0,"Lighter Buddha Films, Agastya Films, Coffee Gang Studio",155,"Crime, Drama, Thriller",Kannada
Googly,2013,7.5,Pawan Wadeyar,"Kriti Kharbanda,Anant Nag",3300,149229.0,"Faamous Productions, Jayanna Combines",136,"Comedy, Romance",Kannada
Banaras,2022,6.3,Jayathirtha,"Barkath Ali,Zaid Khan",3200,1501016.5,NK Production,150,Romance,Kannada
Mandya,2025,6.6,Sanjay Niranjan,"Akshitaa Agnihotri,Gavie Chahal,Prakash Dhotre",3200,31183.0,Sanam Productions India,133,Action,Kannada
BTS: Behind the Scenes,2024,8.3,"Apporva Bhardwaj,Kuldeep Cariappa,Prajwal Raj","Aahan,Koushik Gowda,Medini Kelamane",3200,481860.0,Satoir,150,Unknown,Kannada
Nimma Vasthugalige Neeve Javaabdaararu,2025,7.3,Keshav Moorthy,"Apporva Bhaadwaj,Govind Madusudhan,Shilpa Manjunath",3200,987421.0,"Native Craft, Picture Shop",132,"Crime, Drama, Thriller",Kannada
"Sarkari. Hi. Pra. Shale Kasaragodu, Koduge: Ramanna Rai",2018,8.7,Rishab Shetty,"Anant Nag,Ramesh Bhat",3100,54213.0,Rishab Shetty Films,147,Drama,Kannada
Krishnam Pranaya Sakhi,2024,7.3,Srinivas Raju,"Malvika Nair,Sadhu Kokila",3100,126875.5,Trishul Entertainments,159,Comedy,Kannada
GG - Gandhada Gudi,2022,8.9,Amoghavarsha,"Puneeth Rajkumar,Ashwini Puneeth Rajkumar",3000,1699551.0,"PRK Productions, Mudskipper, Mudskipper",99,"Documentary, Family, Musical",Kannada
Bell Bottom,2019,8.1,Jayathirtha,"Rishab Shetty,Yograj Bhat",2900,189232.0,Golden Horse Cinema,130,"Comedy, Drama, Thriller",Kannada
Hebbuli,2017,6.7,S KrishnaRudresh M. Gowda,Amala Paul,2900,38052.0,"S.R.V. Productions, Umapathy Films, V S International Films",141,"Action, Drama, Thriller",Kannada
Thithi,2015,8.0,Raam Reddy,"Thammegowda S.,Channegowda,Abhishek H.N.",2900,50013.0,"Maxmedia, Prspctvs Productions",123,Drama,Kannada
Super,2010,8.0,Upendra,"Upendra,Nayathara,Tulip Joshi",2800,50013.0,Rockline Productions,140,Drama,Kannada
A: Film by Upendra,1998,8.7,"Gurukiran,R Raghunath,Rajaram","Upendra,Chandini,Archana",2700,50013.0,Unknown,150,Drama,Kannada
Love Mocktail 2,2022,7.4,Darling Krishna,"Darling Krishna,Milana Nagaraj,Rachel David",2700,1845639.0,Krishna Talkies,140,"Drama, Romance",Kannada
Mr. And Mrs. Ramchari,2014,7.3,Santhosh Ananddram,"Radhika Pandit,Achyuth Kumar",2700,616333.0,Jayanna Combines,156,"Drama, Romance",Kannada
Kotigobba 3,2021,5.5,Shiva Karthik,"Aftab Shivdasani,Madonna Sebastian",2600,56591.0,"Ram Babu Productions, B4U Motion Pictures",140,"Action, Drama, Romance",Kannada
Seetharaam Benoy Case Number Eighteen,2021,6.6,Deviprasad Shetty,"Vijay Raghavendra,Sathwik Hebbar,Bindu Raxidi",2600,481860.0,Elephant Path Film Factory,125,Crime,Kannada
Simple Agi Ondh Love Story,2013,8.0,Suni,"Rakshit Shetty,Shwetha Srivatsav,Srinagar Kitty",2600,149229.0,Suvin Cinemas,130,"Comedy, Romance",Kannada
Marichi,2023,5.8,Siddhruv Siddu,"Aaryan,Aruna Balaraj,Abhishek Das",2600,481860.0,SS REC Productions,129,Mystery,Kannada
Pailwaan,2019,6.2,S Krishna,"Suniel Shetty,Aakanksha Singh",2500,44019.0,RRR Motion Pictures,166,"Action, Drama, Sport",Kannada
Dr. 56,2022,6.8,Rajesh Anandaleela,"Praveen Reddy,Ramesh Bhat",2500,62051.5,"Hari Hara Pictures, Sri Lakshmi Jyothi Creations",105,"Mystery, Sci-Fi, Thriller",Kannada
Vadakkan,2025,9.1,Sajeed A,"Greeshma Alex,Garggi Ananthan,Kishore Kumar G.",2500,1691980.0,Offbeet Studios,112,"Fantasy, Horror, Thriller",Kannada
Murphy,2024,7.1,B.S.P. Varma,"Prabhu Mundkur,Roshini Prakash,Ila Veermalla",2400,1501016.5,"Varnasindhu Studios, Somanna Talkies",136,Romance,Kannada
Mufti,2017,7.8,Narthan,Sadhu Kokila,2400,2155981.5,Jayanna Combines,152,"Action, Drama, Thriller",Kannada
Aarata,2024,5.3,Pushparaj Rai Malarabeedu,"Deeksha Bhagyaraj,Sandeep Bhaktha,Shashi Gujaran",2400,50013.0,PNR Productions,122,Drama,Kannada
Dollu,2022,7.2,Sagar Puranik,"Dr. Prabhudeva D.s, Gangadhar, Gowtham",2300,50013.0,Wadeeyar Movies,106,Drama,Kannada
KTM,2024,6.7,Aruna,"Sanjana Doss,Kaajal Kunder,Dheekshith Shetty",2200,50013.0,Mahasimha Movies,149,Drama,Kannada
Kendasampige,2015,8.3,Suri,"Vikky Varun,Manvita Kamath,Rajesh Nataranga",2200,481860.0,Parimala Film Factory,99,"Romance, Thriller",Kannada
The Villain,2018,4.9,Prem,Amy Jackson,2100,194871.5,Tanvi Shanvi Films,176,"Action, Thriller",Kannada
Pratyartha,2025,8.9,Arjun M Kamath,"Ramnath Shanbhag,Ramesh Bhat",2100,481860.0,"Sandalwood films, Vishista films",139,"Comedy, Romance, Thriller",Kannada
Interval,2025,7.4,Bharatvarsh,"Sahana Aaradhya,Prajwal Kumar Gowda,Shashi Raj",2100,126875.5,Bharatvarsh Pictures,142,Comedy,Kannada
Shivaji Surathkal,2020,7.1,Akash Srivatsa,"Ramesh Aravind,Radhika Narayan,Aarohi Narayan",2000,1061366.5,Anjanadri Cine Creations,124,"Drama, Mystery, Thriller",Kannada
Yajamana,2019,6.1,V. HarikrishnaPonkumaran,"Darshan Thoogudeep,Rashmika Mandanna",2000,31183.0,Media House Studio,164,Action,Kannada
Tagaru,2018,7.9,SuriAbhi,Manvita Kamath,2000,481860.0,Venus Entertainers,129,"Action, Crime",Kannada
Jackie,2010,7.5,Suri,"Puneeth Rajkumar,Bhavana,Rangayana Raghu",2000,1648155.0,Unknown,126,"Action, Comedy",Kannada
Jai Bhajarangi,2021,6.5,Harsha,"Shivarajkumar,Bhavana,Shruti",2000,6021.0,Jayanna Combines,156,"Action, Fantasy",Kannada
Hostel Hudugaru Bekagiddare,2023,7.2,Nithin Krishnamurthy,"Manjunath,Prajwal BP,Aniruddha",1900,2121.0,"Gulmohur Films, Annapurna Studios, Chai Bisket",144,Comedy,Kannada
Kurukshetra,2019,6.2,Naganna,"Darshan Thoogudeep,Arjun Sarja",1900,7320.0,"KCN Movies, Rockline Productions, Vrushabhadri Productions",185,"War, History",Kannada
Kotigobba 2,2016,6.6,K.S. Ravikumar,"Nithya Menen,Prakash Raj",1800,2155981.5,"Ram Babu Productions, Duhara Movies",162,"Action, Drama, Thriller",Kannada
Birbal Trilogy: Case 1 - Finding Vajramuni,2019,7.7,M.G. Srinivas,"M.G. Srinivas,Rukmini Vasanth,Sujay Shastry",1800,185586.0,Crystal Paark Cinemas,163,"Crime, Thriller",Kannada
Naalkane Aayama,2024,5.4,Gowtham R,"Gowtham Ghatke,Rachana Inder, Vanshika Anjani Kashyapa",1700,1021.0,Inchara Creations,108,Horror,Kannada
Badava Rascal,2021,7.3,Guru Shankar,Rangayana Raghu,1800,1648155.0,Daali Pictures,133,"Action, Comedy",Kannada
Veda,2022,6.7,Harsha,Kuri Prathap,1700,595200.0,"Geetha Pictures, Zee Studios",156,"Action, Drama",Kannada
Old Monk,2022,6.6,M.G. Srinivas,"M.G. Srinivas,Aditi Prabhudeva,Aruna Balraj",1700,149229.0,S Originals,129,"Comedy, Romance",Kannada
Chase in the Dark,2022,7.8,Vilok Shetty,"Radhika Narayan,Avinash Narsimharaju,Sheetal Shetty",1700,426782.0,Simplyfun Media Networks,143,"Crime, Mystery, Thriller",Kannada
Ondu Motteya Kathe,2017,7.9,Raj B. Shetty,"Prakash Thuminad,Usha Bhandary",1700,176169.0,"Mango Pickle Entertainment, Pawan Kumar Studios",124,"Comedy, Drama",Kannada
Lanke,2021,4.1,M.D. Ram Prasad,"Gayatri Jayaraman,Sharath Lohitashwa,Ester Noronha",1600,50013.0,Unknown,132,Drama,Kannada
Katheyondu Shuruvagide,2018,7.1,Senna Hegde,"Pooja Devariya,Ashwin Rao Pallaki",1600,5750.0,"Paramvah Studios, Pushkar Films",133,"Comedy, Romance",Kannada
Gaalipata 2,2022,6.0,Yograj Bhat,Pawan Kumar,1600,11602.0,"MD Media, Yograj Cinemas",151,"Comedy, Romance",Kannada
Jersey Number 10,2023,7.0,Adyah ThimmaiahDinesh Mahadev,"Thriller Manju,Adyah Thimmaiah",1600,204669.0,Adyah Koteshwara Films,142,"Drama, Sport",Kannada
Gultoo,2018,7.8,Janardhan Chikkanna,"Naveen Shankar,Sonu Gowda",1600,131028.0,Vivid Films,128,"Crime, Drama",Kannada
Mr. Rani,2025,8.3,Madhu Chandra,"Madhu Chandra,Lakshmi Karanth,Parvati Nair",1600,176169.0,Excel Orbit Creations,128,"Comedy, Drama",Kannada
Wedding Gift,2022,8.6,Vikram Prabhu,"Sonu Gowda,Achyuth Kumar,Pavitra Lokesh",1500,366674.0,Vikram Prabhu Films,139,"Drama, Thriller",Kannada
Natasaarvabhowma,2019,6.5,Pawan Wadeyar,"Puneeth Rajkumar,Saroja Devi,Anupama Parameswaran",1500,11063.0,"Rockline Entertainment, Goldmines Telefilms",157,Action,Kannada
Blink,2024,7.0,Bengaluru Srinidhi,"Dheekshith Shetty,Mandara Battalahalli",1500,11240.0,Janani Pictures,136,"Sci-Fi, Thriller",Kannada
Raktaksha,2024,8.1,"Vasudeva SN,S.N. Vasudeva","Rohit,Rachana Dashrath,Archana Kottige",1400,481860.0,"Sai Productions, Sai Production",118,"Action, Crime, Mystery",Kannada
Laughing Buddha,2024,7.0,Bharath Raj,"Balakrishna Aadoor,Teju Belawadi,Pushparaj Bollar",1300,126875.5,Rishab Shetty Films,133,Comedy,Kannada
Shakhahaari,2024,7.5,Sandeep Sunkad,"Gopalkrishna Deshpande,Cloudy Dsouza",1300,185586.0,"Keelambi Media Lab, Last Page Creations",145,"Crime, Thriller",Kannada
Drishyam,2013,8.4,Jeethu Joseph,"Mohanlal,Meena,Asha Sharath",46000,13076265.0,"Aashirvad Cinemas, B4U Motion Pictures",160,"Drama, Mystery, Thriller",Malayalam
Drishyam 2,2021,8.4,Jeethu Joseph,"Mohanlal,Meena,Ansiba",43000,3841.0,Aashirvad Cinemas,152,"Drama, Mystery, Thriller",Malayalam
